model_Ba_molL_frac,model_Ca_molL_frac,model_Fe_molL_frac,model_K_molL_frac,model_Li_molL_frac,model_Mg_molL_frac,model_Mn_molL_frac,model_Na_molL_frac,model_Sr_molL_frac,model_Br_molL_frac,model_Cl_molL_frac,model_C_molL_frac,model_SO4_molL_frac,model_B_molL_frac,model_Si_molL_frac,TDS_log10,well_depth_ft,Cluster,dec_lat_va,dec_long_va
-inf,0.22589282762724378,0.0,0.016528743484920273,0.0,0.2534407334354442,1.1019162323280183e-05,0.5041266762900684,0.0,0.0,0.7046004842615011,0.19854721549636803,0.09685230024213075,0.0029673502452514976,0.004451025367877246,3.390466239759691,590.0,2,27.278,-98.238
-inf,0.17857142857142858,0.0,0.026785714285714284,0.0,0.125,0.0,0.6696428571428571,0.0,0.0,0.3898305084745763,0.4915254237288135,0.11864406779661017,0.0047619047619047615,0.014285714285714284,2.9304676802739835,492.0,1,27.306,-98.158
-inf,0.19999999999999998,0.0,0.024999999999999998,0.0,0.13333333333333333,0.0,0.6416666666666667,0.0,0.0,0.38016528925619836,0.48760330578512395,0.1322314049586777,0.004608294930875576,0.013824884792626727,2.9413690958799936,541.0,1,27.337,-98.12
-inf,0.18803418803418806,0.0,0.02564102564102564,0.0,0.11965811965811968,0.0,0.6666666666666667,0.0,0.0,0.4224137931034483,0.47413793103448276,0.10344827586206896,0.0047169811320754715,0.009433962264150943,2.9240468246095155,443.0,1,27.327,-98.056
-inf,0.10958904109589042,0.0,0.02054794520547945,0.0,0.136986301369863,0.0,0.7191780821917808,0.013698630136986302,0.0,0.4213836477987421,0.440251572327044,0.13836477987421383,0.007194244604316546,0.003597122302158273,3.03951913038699,541.0,1,27.345,-98.108
-inf,0.1512605042016807,0.0,0.025210084033613446,0.0,0.11764705882352942,0.0,0.7058823529411765,0.0,0.0,0.47008547008547014,0.4273504273504274,0.10256410256410256,0.004608294930875575,0.00921658986175115,2.921712168313302,502.0,1,27.291,-98.099
-inf,0.16216216216216217,0.0,0.02702702702702703,0.0,0.12612612612612614,0.0,0.6846846846846848,0.0,0.0,0.4224137931034483,0.47413793103448276,0.10344827586206896,0.004784688995215311,0.01435406698564593,2.9197971697945464,499.0,1,27.295,-98.091
-inf,0.18181157048834587,0.0,0.02727173557325188,0.0,0.1272680993418421,3.6362314097669174e-05,0.6636122322824625,0.0,0.0,0.4347826086956522,0.47826086956521735,0.08695652173913043,0.004854321802700945,0.00970864360540189,2.9142025308544843,443.0,1,27.312,-98.067
-inf,0.19819819819819823,0.0,0.02702702702702703,0.0,0.12612612612612614,0.0,0.6486486486486487,0.0,0.0,0.42372881355932207,0.4745762711864407,0.10169491525423728,0.004784688995215311,0.01435406698564593,2.923644597464238,650.0,1,27.287,-98.128
-inf,0.1607142857142857,0.0,0.026785714285714284,0.0,0.125,0.0,0.6875,0.0,0.0,0.4705882352941176,0.42857142857142855,0.10084033613445377,0.0047169811320754715,0.009433962264150943,2.920725648607847,525.0,1,27.289,-98.085
-inf,0.15384615384615385,0.0,0.028846153846153844,0.0,0.11538461538461538,0.0,0.701923076923077,0.0,0.0,0.42342342342342343,0.45045045045045046,0.12612612612612611,0.005076142131979695,0.01015228426395939,2.893254678310298,531.0,1,27.256,-98.055
-inf,0.16129032258064516,0.0,0.02419354838709677,0.0,0.12903225806451613,0.0,0.6854838709677419,0.0,0.0,0.4592592592592593,0.40740740740740744,0.13333333333333336,0.004255319148936169,0.008510638297872339,2.966212716478967,610.0,1,27.257,-98.1
-inf,0.22413793103448276,0.0,0.01293103448275862,0.0,0.25862068965517243,0.0,0.5043103448275863,0.0,0.0,0.6693877551020408,0.2571428571428571,0.07346938775510203,0.0024096385542168672,0.0048192771084337345,3.1845093863801344,394.0,1,27.261,-98.258
-inf,0.01342281879194631,0.0,0.006711409395973155,0.0,0.0,0.0,0.9798657718120806,0.0,0.0,0.3382352941176471,0.4705882352941177,0.1911764705882353,0.010869565217391304,0.007246376811594203,3.0256421903131647,1421.0,1,27.31,-98.674
-inf,0.35616438356164387,0.0,0.0410958904109589,0.0,0.24657534246575344,0.0,0.35616438356164387,0.0,0.0,0.1076923076923077,0.8615384615384616,0.03076923076923077,0.0,0.04958677685950413,2.7689264007462353,98.0,1,27.174,-98.46
-inf,0.18487394957983194,0.0,0.03361344537815126,0.0,0.25210084033613445,0.0,0.5294117647058824,0.0,0.0,0.5611510791366906,0.3525179856115108,0.08633093525179857,0.004347826086956522,0.013043478260869565,2.95892855654825,246.0,1,27.206,-98.483
-inf,0.708955223880597,0.0,0.014925373134328358,0.0,0.14925373134328357,0.0,0.12686567164179102,0.0,0.0,0.7196531791907514,0.22832369942196534,0.05202312138728324,0.00202020202020202,0.00808080808080808,3.297381535989595,246.0,0,27.592,-98.842
-inf,0.1803249127063491,0.0,0.016393173882395373,0.0,0.17212832576515139,1.639317388239537e-05,0.6229406075310241,0.008196586941197686,0.0,0.7864406779661017,0.16610169491525423,0.04745762711864407,0.002036651581867284,0.004073303163734568,3.234306665428101,394.0,2,27.03,-98.151
-5.493110755425188,0.08433707843508935,0.0,0.004016051354051874,0.0,0.0923691811431931,0.0,0.8192744762265824,0.0,0.0,0.5099667774086378,0.11461794019933554,0.37541528239202654,0.0042194057220204875,0.0010548514305051219,3.568566354842774,210.0,2,27.596,-99.456
-inf,0.425531914893617,0.0,0.00851063829787234,0.0,0.15319148936170213,0.0,0.4127659574468085,0.0,0.0,0.6689655172413793,0.25517241379310346,0.07586206896551724,0.00221729490022173,0.00886917960088692,3.2419617006509354,190.0,1,27.064,-98.655
-inf,0.3312883435582822,0.0,0.012269938650306747,0.0,0.17177914110429446,0.0,0.48466257668711654,0.0,0.0,0.5421052631578948,0.3315789473684211,0.12631578947368421,0.0032679738562091504,0.016339869281045753,3.091924855445365,171.0,1,27.038,-98.657
-inf,0.2637362637362637,0.0,0.01648351648351648,0.0,0.1758241758241758,0.0,0.543956043956044,0.0,0.0,0.5458515283842795,0.3056768558951965,0.148471615720524,0.002770083102493075,0.016620498614958446,3.1620180885756723,171.0,1,27.031,-98.687
-inf,0.3954802259887006,0.0,0.011299435028248588,0.0,0.14689265536723162,0.0,0.44632768361581926,0.0,0.0,0.6029411764705882,0.27941176470588236,0.1176470588235294,0.0030674846625766868,0.012269938650306747,3.1143476926285873,171.0,1,27.062,-98.691
-inf,0.23783783783783782,0.0,0.016216216216216214,0.0,0.19459459459459455,0.0,0.5513513513513513,0.0,0.0,0.4811320754716982,0.4339622641509434,0.08490566037735849,0.002816901408450705,0.016901408450704224,3.156074469205976,171.0,1,27.019,-98.673
-inf,0.4154589371980676,0.0,0.014492753623188403,0.0,0.14492753623188404,0.0,0.42512077294685985,0.0,0.0,0.7649402390438247,0.16334661354581675,0.07171314741035857,0.0025316455696202536,0.00759493670886076,3.168682505410472,180.0,1,27.067,-98.629
-inf,0.34351145038167935,0.0,0.015267175572519083,0.0,0.15267175572519084,0.0,0.48854961832061067,0.0,0.0,0.7891373801916932,0.09584664536741214,0.11501597444089456,0.0020161290322580645,0.0060483870967741925,3.2566579361905728,180.0,2,27.429,-98.998
-inf,0.3547671840354767,0.0,0.019955654101995565,0.0,0.2882483370288248,0.0,0.3325942350332594,0.004434589800443459,0.0,0.858267716535433,0.07874015748031496,0.06299212598425197,0.0012468827930174563,0.004987531172069825,3.4544878298975763,230.0,2,27.322,-98.87
-inf,0.3878326996197719,0.0,0.011406844106463877,0.0,0.1444866920152091,0.0,0.45627376425855515,0.0,0.0,0.5880398671096345,0.23255813953488372,0.17940199335548174,0.002109704641350211,0.012658227848101264,3.2751124320705802,200.0,1,27.31,-98.935
-inf,0.017543859649122806,0.0,0.017543859649122806,0.0,0.008771929824561403,0.0,0.956140350877193,0.0,0.0,0.42292490118577075,0.5454545454545454,0.0316205533596838,0.02459016393442623,0.004098360655737705,3.2738500379464197,335.0,1,27.665,-98.725
-inf,0.10638297872340426,0.0,0.015957446808510637,0.0,0.07446808510638298,0.0,0.8031914893617021,0.0,0.0,0.29775280898876405,0.6235955056179776,0.07865168539325842,0.005698005698005698,0.019943019943019943,3.1520334733198174,410.0,1,27.585,-98.656
-inf,0.008368200836820083,0.0,0.012552301255230124,0.0,0.0,0.0,0.9790794979079498,0.0,0.0,0.34507042253521125,0.5915492957746479,0.06338028169014084,0.02462121212121212,0.003787878787878788,3.3235235473737816,590.0,1,27.692,-98.64
-inf,0.18045112781954886,0.0,0.03759398496240602,0.0,0.09022556390977443,0.0,0.6917293233082707,0.0,0.0,0.45833333333333337,0.5083333333333334,0.03333333333333334,0.004149377593360996,0.029045643153526972,2.976205633504353,295.0,1,27.683,-98.643
-inf,0.04958677685950413,0.0,0.03305785123966942,0.0,0.03305785123966942,0.0,0.884297520661157,0.0,0.0,0.15833333333333333,0.725,0.11666666666666667,0.008403361344537816,0.029411764705882356,3.0054775936066593,295.0,1,27.711,-98.659
-inf,0.09056603773584905,0.0,0.022641509433962263,0.0,0.08301886792452831,0.0,0.8037735849056604,0.0,0.0,0.4338842975206612,0.4256198347107438,0.14049586776859505,0.006289308176100628,0.014675052410901468,3.2602042331418426,289.0,1,27.654,-98.638
-inf,0.12903225806451613,0.0,0.02304147465437788,0.0,0.08294930875576037,0.0,0.7649769585253456,0.0,0.0,0.4300518134715026,0.4455958549222798,0.12435233160621761,0.005208333333333334,0.018229166666666668,3.1683170105207408,282.0,1,27.66,-98.576
-inf,0.11764705882352941,0.0,0.029411764705882353,0.0,0.0320855614973262,0.0,0.820855614973262,0.0,0.0,0.651558073654391,0.1954674220963173,0.1529745042492918,0.008759124087591242,0.010218978102189783,3.386655871787977,167.0,1,27.674,-98.557
-inf,0.32432432432432434,0.0,0.02027027027027027,0.0,0.06756756756756757,0.0,0.5878378378378378,0.0,0.0,0.4644808743169399,0.3715846994535519,0.16393442622950818,0.003389830508474576,0.02372881355932203,3.0930637701271726,354.0,1,27.681,-98.678
-inf,0.20858895705521469,0.0,0.01840490797546012,0.0,0.11042944785276072,0.0,0.6625766871165644,0.0,0.0,0.5502645502645502,0.31216931216931215,0.13756613756613756,0.003134796238244514,0.01567398119122257,3.10028212616937,266.0,1,27.535,-98.754
-inf,0.007812500000000002,0.0,0.0,0.0,0.0,0.0,0.9921875,0.0,0.0,0.5934959349593497,0.11382113821138212,0.29268292682926833,0.002141327623126339,0.002141327623126339,3.2161185629275395,253.0,1,27.631,-98.507
-inf,0.36507936507936506,0.0,0.011904761904761904,0.0,0.14285714285714285,0.0,0.4801587301587301,0.0,0.0,0.6643356643356643,0.25874125874125875,0.07692307692307693,0.0021321961620469083,0.010660980810234541,3.251734070949061,276.0,1,27.651,-98.502
-inf,0.12499999999999999,0.0,0.02678571428571428,0.0,0.08928571428571427,0.0,0.7589285714285714,0.0,0.0,0.6000000000000001,0.22127659574468087,0.17872340425531916,0.0047281323877068565,0.016548463356973995,3.2026048852345985,197.0,1,27.833,-98.633
-inf,0.04137931034482758,0.0,0.027586206896551724,0.0,0.027586206896551724,0.0,0.903448275862069,0.0,0.0,0.22807017543859648,0.5497076023391813,0.2222222222222222,0.006622516556291392,0.026490066225165566,3.117259095456208,600.0,1,27.796,-98.618
-inf,0.17687074829931976,0.0,0.010204081632653062,0.0,0.0816326530612245,0.0,0.7312925170068028,0.0,0.0,0.5096525096525096,0.38996138996138996,0.10038610038610038,0.005905511811023621,0.005905511811023621,3.2751907951716674,302.0,1,27.713,-98.513
-inf,0.31752577319587627,0.0,0.006185567010309277,0.002061855670103093,0.177319587628866,0.0,0.4927835051546392,0.004123711340206186,0.0,0.36502546689303905,0.04753820033955858,0.5874363327674024,0.003826530612244898,0.0012755102040816328,3.5567481597604313,351.0,2,27.912,-99.518
-inf,0.1651376146788991,0.0,0.027522935779816512,0.0,0.11009174311926605,0.0,0.6972477064220184,0.0,0.0,0.38518518518518524,0.4370370370370371,0.17777777777777778,0.004545454545454545,0.00909090909090909,2.9612927327733245,518.0,1,27.176,-98.093
-inf,0.28147314153654707,0.0,0.037035939675861454,0.0,0.07407187935172291,2.9628751740689163e-05,0.6073894106841279,0.0,0.0,0.25,0.3445945945945946,0.4054054054054054,0.004310307669761468,0.008620615339522936,3.019925982718871,374.0,1,27.144,-98.09
-inf,0.3823529411764706,0.0,0.022058823529411763,0.0,0.1911764705882353,0.0,0.40441176470588236,0.0,0.0,0.5684931506849316,0.3493150684931507,0.0821917808219178,0.0,0.020661157024793386,2.989117562118665,298.0,1,27.228,-98.456
-inf,0.4469024076867215,5.586280096084018e-05,0.022345120384336076,0.0,0.16758840288252055,0.0,0.3631082062454612,0.0,0.0,0.5953488372093023,0.3209302325581395,0.08372093023255812,0.002976146188300769,0.014880730941503845,3.1317312006785594,230.0,1,27.421,-98.595
-inf,0.37694361551751215,5.23532799329878e-05,0.0261766399664939,0.0,0.19894246374535365,0.0,0.3978849274907073,0.0,0.0,0.6403508771929824,0.2894736842105263,0.07017543859649122,0.0027623927846300465,0.013811963923150232,3.152366326883348,220.0,1,27.416,-98.606
-inf,0.31693989071038253,0.0,0.021857923497267763,0.0,0.10928961748633882,0.0,0.551912568306011,0.0,0.0,0.3783783783783784,0.26126126126126126,0.3603603603603604,0.006060606060606061,0.006060606060606061,3.1590609331710913,732.0,1,27.444,-98.609
-inf,0.3787878787878788,0.0,0.022727272727272724,0.0,0.1818181818181818,0.0,0.41666666666666663,0.0,0.0,0.4682080924855491,0.4277456647398844,0.10404624277456648,0.0038022813688212928,0.011406844106463877,3.044209288670576,249.0,1,27.45,-98.579
-inf,0.17518248175182483,0.0,0.021897810218978103,0.0,0.10218978102189782,0.0,0.7007299270072993,0.0,0.0,0.5506329113924051,0.2974683544303798,0.1518987341772152,0.0037453183520599256,0.007490636704119851,3.0130081681575027,430.0,1,27.369,-98.608
-inf,0.1925925925925926,0.0,0.02222222222222222,0.0,0.13333333333333333,0.0,0.6518518518518519,0.0,0.0,0.624203821656051,0.28662420382165604,0.089171974522293,0.0037593984962406013,0.007518796992481203,3.0012283569115303,430.0,1,27.384,-98.605
-inf,0.4624010172822381,5.780012716027976e-05,0.023120050864111907,0.0,0.18496040691289525,0.0,0.3294607248135947,0.0,0.0,0.691919191919192,0.2373737373737374,0.07070707070707072,0.003184662664607252,0.01592331332303626,3.0899776290322705,269.0,0,27.398,-98.607
-inf,0.29378531073446323,0.0,0.022598870056497175,0.0,0.19209039548022597,0.0,0.4915254237288135,0.0,0.0,0.6605504587155964,0.2660550458715596,0.07339449541284404,0.0028653295128939827,0.011461318051575931,3.1253183828618196,131.0,1,27.091,-98.364
-inf,0.2362204724409449,0.0,0.023622047244094488,0.0,0.15748031496062992,0.0,0.5826771653543308,0.0,0.0,0.5695364238410596,0.3509933774834437,0.07947019867549669,0.003921568627450981,0.027450980392156866,3.007198761052893,410.0,1,27.472,-98.721
-inf,0.04166666666666667,0.0,0.03125,0.0,0.020833333333333336,0.0,0.90625,0.0,0.0,0.18461538461538457,0.32307692307692304,0.4923076923076923,0.006944444444444445,0.006944444444444445,2.7533144332486645,220.0,1,27.417,-98.066
-inf,0.04395604395604395,0.0,0.03296703296703296,0.0,0.0879120879120879,0.0,0.8351648351648351,0.0,0.0,0.14285714285714285,0.6285714285714286,0.22857142857142856,0.006711409395973153,0.006711409395973153,2.7782210937963927,220.0,1,27.431,-98.066
-inf,0.2573099415204678,0.0,0.008771929824561403,0.0,0.21637426900584794,0.0,0.5116959064327485,0.005847953216374269,0.0,0.5323383084577115,0.05472636815920398,0.4129353233830846,0.0017211703958691911,0.0017211703958691911,3.38098128656761,499.0,2,27.776,-99.45
-inf,0.32,0.0,0.013333333333333334,0.0,0.21333333333333335,0.0,0.4533333333333333,0.0,0.0,0.22093023255813954,0.4069767441860465,0.37209302325581395,0.003968253968253968,0.003968253968253968,3.069752062258812,499.0,0,27.803,-99.489
-inf,0.23157894736842108,0.0,0.010526315789473686,0.0,0.1368421052631579,0.0,0.6210526315789474,0.0,0.0,0.4316239316239316,0.17521367521367523,0.39316239316239315,0.005780346820809249,0.0028901734104046246,3.168023891550802,426.0,1,27.832,-99.405
-inf,0.19047619047619047,0.0,0.011904761904761904,0.0,0.15476190476190474,0.0,0.6428571428571428,0.0,0.0,0.3768115942028986,0.1884057971014493,0.4347826086956522,0.0033003300330033004,0.0033003300330033004,3.1181062938226884,508.0,1,27.936,-99.401
-inf,0.11808118081180813,0.0,0.007380073800738008,0.0,0.11070110701107011,0.0,0.7638376383763837,0.0,0.0,0.4308681672025723,0.11254019292604502,0.4565916398713826,0.004140786749482401,0.0020703933747412005,3.295706975232075,597.0,1,27.906,-99.362
-inf,0.3671497584541063,0.0,0.014492753623188404,0.0,0.14492753623188406,0.0,0.47342995169082125,0.0,0.0,0.3361702127659575,0.24680851063829787,0.41702127659574467,0.0029239766081871343,0.0029239766081871343,3.190558116706177,397.0,0,27.898,-99.494
-inf,0.27419354838709675,0.0,0.024193548387096774,0.0,0.0967741935483871,0.0,0.6048387096774194,0.0,0.0,0.5620437956204379,0.36496350364963503,0.072992700729927,0.004219409282700422,0.012658227848101264,2.9655248784091146,246.0,1,27.021,-98.767
-inf,0.37662337662337664,0.0,0.01948051948051948,0.0,0.1168831168831169,0.0,0.487012987012987,0.0,0.0,0.6918604651162791,0.26162790697674415,0.046511627906976744,0.0034602076124567475,0.01384083044982699,3.0344041937047965,312.0,1,27.018,-98.774
-inf,0.29090909090909095,0.0,0.02727272727272727,0.0,0.07272727272727274,0.0,0.6090909090909091,0.0,0.0,0.4796747967479675,0.39024390243902435,0.13008130081300814,0.004784688995215312,0.014354066985645933,2.925275365757884,236.0,1,27.008,-98.787
-inf,0.33009708737864074,0.0,0.029126213592233007,0.0,0.11650485436893203,0.0,0.5242718446601942,0.0,0.0,0.47008547008547,0.46153846153846156,0.06837606837606838,0.0,0.025252525252525252,2.9106831427135416,246.0,1,27.013,-98.796
-inf,0.4675324675324675,0.0,0.012987012987012984,0.0,0.16450216450216448,0.0,0.35497835497835495,0.0,0.0,0.8207171314741035,0.1394422310756972,0.0398406374501992,0.002439024390243902,0.01219512195121951,3.1790579888604533,344.0,2,27.021,-98.815
-inf,0.46643109540636046,0.0,0.010600706713780918,0.0,0.19787985865724383,0.0,0.3250883392226149,0.0,0.0,0.8053892215568861,0.14071856287425147,0.05389221556886226,0.001923076923076923,0.009615384615384614,3.2859857889746107,138.0,2,27.049,-98.821
-inf,0.2987012987012987,0.0,0.019480519480519477,0.0,0.1038961038961039,0.0,0.577922077922078,0.0,0.0,0.6896551724137931,0.2413793103448276,0.06896551724137931,0.003401360544217687,0.006802721088435374,3.0384580162695625,482.0,1,27.06,-98.767
-inf,0.46037735849056605,0.0,0.01132075471698113,0.0,0.14339622641509434,0.0,0.38490566037735846,0.0,0.0,0.8419354838709678,0.11935483870967742,0.038709677419354833,0.0020242914979757085,0.008097165991902834,3.250765202389766,236.0,2,27.103,-98.828
-inf,0.5296167247386759,0.0,0.0069686411149825775,0.0,0.17421602787456444,0.0,0.28919860627177696,0.0,0.0,0.8369230769230769,0.14461538461538462,0.01846153846153846,0.0019417475728155341,0.011650485436893204,3.2772282661243293,236.0,2,27.115,-98.805
-inf,0.31746031746031744,0.0,0.015873015873015872,0.0,0.12698412698412698,0.0,0.5396825396825397,0.0,0.0,0.5401459854014599,0.3576642335766423,0.10218978102189781,0.004329004329004329,0.008658008658008658,2.9606861113720355,492.0,1,27.063,-98.789
-inf,0.3488372093023256,0.0,0.01744186046511628,0.0,0.1511627906976744,0.0,0.48255813953488375,0.0,0.0,0.6699029126213593,0.23300970873786406,0.0970873786407767,0.0030303030303030303,0.012121212121212121,3.1000544291603065,276.0,1,27.255,-98.699
-inf,0.3857711361975148,0.0,0.015227808007796636,0.0,0.16242995208316413,4.060748802079103e-05,0.4365304962235036,0.0,0.0,0.7366255144032922,0.19753086419753085,0.06584362139917696,0.002610938789151027,0.010443755156604107,3.1568469376761414,216.0,1,27.243,-98.714
-inf,0.25196850393700787,0.0,0.015748031496062992,0.0,0.14173228346456693,0.0,0.5905511811023622,0.0,0.0,0.5302013422818792,0.4026845637583893,0.06711409395973154,0.003952569169960474,0.02371541501976284,2.9971134446203305,174.0,1,27.371,-98.757
-inf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5515873015873015,0.2976190476190476,0.15079365079365079,0.0020491803278688526,0.0020491803278688526,3.2392903926400836,902.0,1,27.911,-99.199
-inf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4657534246575342,0.2397260273972603,0.2945205479452055,0.002016129032258065,0.002016129032258065,3.2807432253030924,902.0,1,27.948,-99.154
-inf,0.010152284263959392,0.0,0.0,0.0,0.0,0.0,0.9898477157360407,0.0,0.0,0.37872340425531914,0.24680851063829787,0.374468085106383,0.0025706940874035992,0.0025706940874035992,3.1935484688646056,98.0,1,27.554,-99.505
-inf,0.16249999999999998,0.0,0.00625,0.0,0.0875,0.0,0.74375,0.0,0.0,0.47904191616766467,0.37724550898203596,0.1437125748502994,0.006600660066006602,0.019801980198019802,3.0786574607006827,216.0,1,27.398,-98.57
-inf,0.4444444444444445,0.0,0.01851851851851852,0.0,0.1851851851851852,0.0,0.3518518518518519,0.0,0.0,0.7500000000000001,0.19545454545454546,0.05454545454545454,0.0027247956403269754,0.010899182561307902,3.136377561000368,220.0,1,27.397,-98.556
-inf,0.3877551020408163,0.0,0.017006802721088433,0.0,0.19047619047619047,0.0,0.40476190476190477,0.0,0.0,0.7970479704797048,0.16605166051660514,0.03690036900369004,0.0020876826722338207,0.006263048016701461,3.2311905226548348,154.0,2,27.396,-98.54
-inf,0.5728155339805825,0.0,0.0048543689320388345,0.0,0.2783171521035599,0.0,0.1407766990291262,0.003236245954692557,0.0,0.18209876543209877,0.018518518518518517,0.7993827160493827,0.0013422818791946308,0.0013422818791946308,3.616986724621511,98.0,0,33.595,-100.516
-inf,0.6294416243654822,0.0,0.002538071065989848,0.0,0.30964467005076146,0.0,0.0532994923857868,0.005076142131979696,0.0,0.04494382022471911,0.03932584269662921,0.9157303370786516,0.002481389578163772,0.002481389578163772,3.386830757475806,151.0,0,33.556,-100.531
-inf,0.6666666666666666,0.0,0.0025062656641604013,0.0,0.2957393483709273,0.0,0.03007518796992481,0.005012531328320803,0.0,0.05113636363636363,0.06818181818181818,0.8806818181818181,0.0024630541871921187,0.004926108374384237,3.386059919000614,200.0,0,33.543,-100.583
-inf,0.7017543859649122,0.0,0.0029239766081871343,0.0,0.25146198830409355,0.0,0.038011695906432746,0.005847953216374269,0.0,0.03738317757009345,0.021806853582554516,0.9408099688473519,0.005699629524080935,0.0025648332858364212,3.337743546248768,200.0,0,33.517,-100.564
-inf,0.5981735159817352,0.0,0.0022831050228310505,0.0,0.24657534246575344,0.0,0.14840182648401826,0.004566210045662101,0.0,0.24836601307189546,0.028322440087145972,0.7233115468409587,0.0018284878405558605,0.0016456390565002745,3.4625761718393764,98.0,0,33.517,-100.528
-inf,0.6916426512968301,0.0,0.002881844380403459,0.0,0.22478386167146977,0.0,0.07492795389048992,0.005763688760806918,0.0,0.11452513966480449,0.019553072625698324,0.8659217877094972,0.002551020408163266,0.002551020408163266,3.368309705687093,98.0,0,33.502,-100.605
-inf,0.7605633802816902,0.0,0.002816901408450705,0.0,0.2028169014084507,0.0,0.028169014084507046,0.00563380281690141,0.0,0.02030456852791878,0.025380710659898473,0.9543147208121827,0.002551020408163265,0.00510204081632653,3.411204352181883,151.0,0,33.603,-100.59
-inf,0.7048710601719199,0.0,0.0028653295128939836,0.0,0.24641833810888256,0.0,0.04011461318051577,0.005730659025787967,0.0,0.021479713603818614,0.02386634844868735,0.9546539379474941,0.002481389578163772,0.002481389578163772,3.4261639960264887,200.0,0,33.596,-100.635
-inf,0.5451197053406999,0.0,0.001841620626151013,0.0,0.27992633517495397,0.0,0.16942909760589317,0.003683241252302026,0.0,0.18085106382978725,0.031914893617021274,0.7872340425531915,0.0013888888888888892,0.0027777777777777783,3.608498145841569,151.0,0,33.537,-100.682
-inf,0.6555023923444976,0.0,0.0023923444976076554,0.0,0.24880382775119614,0.0,0.08851674641148324,0.004784688995215311,0.0,0.04117647058823529,0.021568627450980392,0.9372549019607843,0.0019960079840319364,0.0019960079840319364,3.508610631605311,200.0,0,33.489,-100.66
-inf,0.6847826086956522,0.0,0.0027173913043478264,0.0,0.27717391304347827,0.0,0.029891304347826088,0.005434782608695653,0.0,0.015765765765765764,0.038288288288288286,0.9459459459459459,0.00234192037470726,0.00468384074941452,3.4522161283829704,200.0,0,33.548,-100.665
-inf,0.6916890080428956,0.0,0.0026809651474530836,0.0,0.22520107238605902,0.0,0.07506702412868634,0.005361930294906167,0.0,0.026373626373626374,0.07252747252747253,0.9010989010989011,0.0,0.0022123893805309734,3.4654595303756865,151.0,0,33.589,-100.762
-inf,0.6847826086956522,0.0,0.0027173913043478264,0.0,0.22826086956521738,0.0,0.07880434782608695,0.005434782608695653,0.0,0.06084656084656084,0.10846560846560847,0.8306878306878306,0.0023696682464454982,0.0023696682464454982,3.4032673840044523,148.0,0,33.923,-100.076
-inf,0.622107969151671,0.0,0.0051413881748071984,0.0,0.2776349614395887,0.0,0.08997429305912598,0.0051413881748071984,0.0,0.10638297872340426,0.13297872340425532,0.7606382978723404,0.0022321428571428575,0.0022321428571428575,3.403741392923773,197.0,0,33.887,-100.064
-inf,0.6485013623978202,0.0,0.005449591280653951,0.0,0.29972752043596723,0.0,0.04087193460490463,0.005449591280653951,0.0,0.01440922190201729,0.1095100864553314,0.8760806916426512,0.002570694087403599,0.002570694087403599,3.3776382391909925,148.0,0,33.854,-100.033
-inf,0.6181818181818183,0.0,0.005194805194805195,0.0,0.2961038961038961,0.0,0.07532467532467532,0.005194805194805195,0.0,0.08157894736842106,0.10263157894736842,0.8157894736842105,0.0022988505747126436,0.0022988505747126436,3.4053434056652514,197.0,0,33.861,-100.06
-inf,0.67816091954023,0.0,0.00574712643678161,0.0,0.25862068965517243,0.0,0.05172413793103448,0.00574712643678161,0.0,0.07712765957446807,0.125,0.7978723404255319,0.002427184466019418,0.002427184466019418,3.394003706261511,197.0,0,33.831,-100.058
-inf,0.4336973478939157,0.0,0.0062402496099844,0.0,0.41809672386895474,0.0,0.13884555382215288,0.0031201248049922,0.0,0.40710382513661203,0.09836065573770492,0.4945355191256831,0.002171552660152009,0.0010857763300760044,3.6405444001368945,164.0,0,33.964,-100.033
-inf,0.7706422018348624,0.0,0.0030581039755351682,0.0,0.1712538226299694,0.0,0.04892966360856269,0.0061162079510703364,0.0,0.05793450881612091,0.24181360201511334,0.7002518891687657,0.002314814814814815,0.002314814814814815,3.4176955753260616,180.0,0,33.916,-100.049
-inf,0.6205450733752621,0.0,0.0041928721174004195,0.0,0.2431865828092243,0.0,0.1278825995807128,0.0041928721174004195,0.0,0.15637860082304528,0.17695473251028807,0.6666666666666666,0.0016778523489932888,0.0016778523489932888,3.512295397779353,115.0,0,33.719,-100.108
-inf,0.44523809523809527,0.0,0.0047619047619047615,0.0,0.3714285714285714,0.0,0.1738095238095238,0.0047619047619047615,0.0,0.5436241610738254,0.060402684563758385,0.3959731543624161,0.0024671052631578946,0.0008223684210526316,3.721447196880561,180.0,0,33.791,-100.054
-inf,0.6732186732186733,0.0,0.0024570024570024574,0.0,0.22604422604422608,0.0,0.09336609336609338,0.004914004914004915,0.0,0.11568123393316193,0.03598971722365038,0.8483290488431876,0.0022271714922048997,0.0022271714922048997,3.415562886594074,141.0,0,33.577,-100.415
-inf,0.5695067264573992,0.0,0.004484304932735427,0.0,0.2914798206278027,0.0,0.13004484304932737,0.004484304932735427,0.0,0.13285024154589373,0.16666666666666666,0.7004830917874396,0.0019083969465648859,0.0019083969465648859,3.4492428906510018,82.0,0,33.653,-100.283
