model_Ba_molL_frac,model_Ca_molL_frac,model_Fe_molL_frac,model_K_molL_frac,model_Li_molL_frac,model_Mg_molL_frac,model_Mn_molL_frac,model_Na_molL_frac,model_Sr_molL_frac,model_Br_molL_frac,model_Cl_molL_frac,model_C_molL_frac,model_SO4_molL_frac,model_B_molL_frac,model_Si_molL_frac,TDS_log10,well_depth_ft,Cluster,dec_lat_va,dec_long_va
-inf,0.6162162162162163,0.0,0.021621621621621623,0.0,0.1837837837837838,0.0,0.1783783783783784,0.0,0.0002050861361771944,0.18970467596390483,0.30762920426579166,0.5024610336341263,0.0,0.019081056327278276,3.135682060075467,191.0,0,32.34,-106.79
-inf,0.06930693069306931,0.0,0.034653465346534656,0.0,0.04950495049504951,0.0,0.8465346534653466,0.0,0.0,0.196969696969697,0.22727272727272727,0.5757575757575758,0.002906976744186046,0.03488372093023255,3.1862965710324382,250.0,1,32.37,-106.98
-inf,0.37499999999999994,0.0,0.03333333333333333,0.0,0.15833333333333333,0.0,0.4333333333333333,0.0,0.0,0.23076923076923078,0.2624434389140271,0.5067873303167421,0.0,0.011594202898550727,3.204471564549972,23.4,0,32.41,-106.84
-inf,0.3829787234042554,0.0,0.010638297872340427,0.0,0.11702127659574471,0.0,0.4893617021276596,0.0,0.0,0.2887700534759358,0.2834224598930481,0.42780748663101603,0.0,0.013698630136986302,3.122929403044412,15.1,0,32.59,-107.0
-inf,0.2727272727272727,0.0,0.011363636363636362,0.0,0.0909090909090909,0.0,0.625,0.0,0.0,0.1921708185053381,0.24555160142348753,0.5622775800711745,0.0,0.009478672985781991,3.2940867471773916,23.0,0,32.62,-107.0
-inf,0.4661016949152542,0.0,0.01271186440677966,0.0,0.059322033898305086,0.0,0.461864406779661,0.0,0.0,0.19277108433734938,0.1244979919678715,0.6827309236947792,0.0,0.01169590643274854,3.2350362538578663,18.1,0,32.62,-107.01
-inf,0.4228187919463087,0.0,0.010067114093959731,0.0,0.174496644295302,0.0,0.3926174496644295,0.0,0.0,0.19869706840390883,0.30618892508143325,0.49511400651465803,0.0,0.006772009029345371,3.3296126138733135,16.9,0,32.63,-107.04
-inf,0.4827586206896552,0.0,0.08620689655172414,0.0,0.12643678160919541,0.0,0.3045977011494253,0.0,0.0,0.16847826086956522,0.32065217391304346,0.5108695652173914,0.0,0.011494252873563216,3.1180544078433283,18.3,0,32.64,-107.06
-inf,0.42028985507246375,0.0,0.007246376811594203,0.0,0.14492753623188406,0.0,0.427536231884058,0.0,0.0,0.2689655172413793,0.2689655172413793,0.4620689655172414,0.0,0.011737089201877935,3.2976899243052697,18.2,0,32.65,-107.05
-inf,0.4,0.0,0.00930232558139535,0.0,0.12093023255813953,0.0,0.46976744186046515,0.0,0.0,0.1936936936936937,0.3378378378378379,0.4684684684684685,0.0,0.009036144578313253,3.1948974342808016,22.9,0,32.65,-107.11
-inf,0.35000000000000003,0.0,0.010000000000000002,0.0,0.12000000000000001,0.0,0.52,0.0,0.0,0.1409090909090909,0.45000000000000007,0.40909090909090906,0.0,0.015015015015015017,3.2045287870187025,21.5,0,32.65,-107.13
-inf,0.42780748663101603,0.0,0.0106951871657754,0.0,0.1390374331550802,0.0,0.42245989304812837,0.0,0.0,0.24861878453038674,0.29834254143646416,0.45303867403314924,0.0,0.017921146953405017,3.114608949514396,17.0,0,32.67,-107.19
-inf,0.34117647058823525,0.0,0.008823529411764704,0.0,0.12352941176470586,0.0,0.526470588235294,0.0,0.0,0.21448467966573817,0.22284122562674094,0.5626740947075208,0.0,0.003838771593090212,3.3905246991581763,16.1,0,32.67,-107.16
-inf,0.5147058823529411,0.0,0.014705882352941176,0.0,0.12499999999999999,0.0,0.34558823529411764,0.0,0.0,0.19285714285714287,0.30714285714285716,0.5,0.0,0.005037783375314862,3.2884324985265065,19.9,0,32.68,-107.2
-inf,0.4426229508196722,0.0,0.012295081967213115,0.0,0.13114754098360656,0.0,0.4139344262295082,0.0,0.0,0.21653543307086615,0.3188976377952756,0.4645669291338583,0.0,0.008064516129032258,3.24888880922362,24.2,0,32.7,-107.24
-inf,0.37104072398190047,0.0,0.013574660633484162,0.0,0.09954751131221719,0.0,0.5158371040723981,0.0,0.0,0.22807017543859648,0.2982456140350877,0.4736842105263158,0.0,0.00867052023121387,3.203701935938661,17.5,0,32.71,-107.22
-inf,0.37885462555066085,0.0,0.013215859030837005,0.0,0.14096916299559473,0.0,0.4669603524229075,0.0,0.0,0.22972972972972974,0.31981981981981983,0.45045045045045046,0.0,0.01162790697674419,3.201465295009259,23.1,0,32.73,-107.26
-inf,0.38679245283018865,0.0,0.009433962264150943,0.0,0.12264150943396224,0.0,0.48113207547169806,0.0,0.0,0.19111111111111112,0.37333333333333335,0.4355555555555556,0.0,0.014749262536873156,3.206924349907388,20.0,0,32.76,-107.27
-inf,0.34444444444444444,0.0,0.011111111111111113,0.0,0.16666666666666669,0.0,0.4777777777777778,0.0,0.0,0.2090395480225989,0.3615819209039548,0.4293785310734463,0.0,0.017985611510791366,3.110466743787981,15.0,0,32.77,-107.27
-inf,0.26737967914438504,0.0,0.0213903743315508,0.0,0.10695187165775401,0.0,0.6042780748663101,0.0,0.0,0.16915422885572137,0.4427860696517413,0.3880597014925373,0.0,0.00946372239747634,3.164323406050542,16.9,1,32.79,-107.28
-inf,0.4043715846994535,0.0,0.005464480874316939,0.0,0.1420765027322404,0.0,0.448087431693989,0.0,0.0,0.16037735849056603,0.5094339622641509,0.330188679245283,0.0,0.012738853503184716,3.1772866726892035,22.9,0,32.81,-107.31
-inf,0.45248868778280543,0.0,0.009049773755656108,0.0,0.13574660633484162,0.0,0.4027149321266968,0.0,0.0,0.22077922077922077,0.35497835497835495,0.4242424242424242,0.0,0.011695906432748537,3.2080787734794063,17.5,0,32.83,-107.3
-inf,0.4785276073619632,0.0,0.006134969325153375,0.0,0.11042944785276074,0.0,0.40490797546012275,0.0,0.00016571838921725681,0.1657183892172568,0.5468706844169475,0.28724520797657843,0.0,0.014596941940663431,3.116930091303487,20.3,0,32.83,-107.3
-inf,0.3666666666666667,0.0,0.012499999999999999,0.0,0.11666666666666667,0.0,0.5041666666666667,0.0,0.0,0.2277992277992278,0.28571428571428575,0.4864864864864865,0.0,0.007874015748031494,3.252951767159828,20.9,0,32.85,-107.29
-inf,0.11003236245954694,0.0,0.003929727230698105,0.0,0.1410078594544614,0.0,0.7450300508552935,0.0,0.0,0.9525393657130184,0.0004435573297848747,0.04701707695719672,0.0,0.0,4.4052661064806475,670.0,2,32.86,-106.5
-inf,0.3575418994413408,0.0,0.0111731843575419,0.0,0.1675977653631285,0.0,0.46368715083798884,0.0,0.0002731494127287626,0.43157607211144494,0.18574160065555856,0.3824091778202677,0.0,0.02097535395909806,3.09889021746169,89.0,0,34.34,-106.84
-inf,0.2861685214626391,0.0,0.0047694753577106515,0.0,0.20985691573926868,0.0,0.49920508744038156,0.0,0.0,0.14576802507836992,0.06739811912225706,0.7868338557993731,0.0011574074074074076,0.0034722222222222225,3.6315072444274836,77.0,0,34.58,-106.89
-inf,0.5194029850746268,0.0,0.011940298507462687,0.0,0.18507462686567164,0.0,0.2835820895522388,0.0,0.0,0.11895161290322581,0.4899193548387097,0.39112903225806456,0.0016129032258064518,0.004838709677419355,3.4933831339639956,1999.0,0,34.62,-107.65
-inf,0.45508982035928147,0.0,0.011976047904191617,0.0,0.11976047904191617,0.0,0.41317365269461076,0.0,0.00021272069772388852,0.15422250584981917,0.4626675175494575,0.38289725590299933,0.0,0.02165752237943979,3.1338742075226707,23.3,0,34.97,-106.7
-inf,0.4204545454545455,0.0,0.011363636363636366,0.0,0.07954545454545456,0.0,0.4886363636363637,0.0,0.0,0.13157894736842105,0.4473684210526315,0.4210526315789473,0.0,0.017421602787456445,3.1437723423567867,20.2,0,35.01,-106.68
-inf,0.572972972972973,0.0,0.005405405405405406,0.0,0.2594594594594595,0.0,0.16216216216216217,0.0,0.0,0.5478723404255319,0.28191489361702127,0.1702127659574468,0.0,0.010600706713780918,3.0785094159776847,300.0,0,35.11,-106.31
-inf,0.673469387755102,0.0,0.005102040816326531,0.0,0.19387755102040816,0.0,0.12755102040816327,0.0,0.0,0.29230769230769227,0.22564102564102562,0.482051282051282,0.0,0.01520912547528517,3.124065894476082,200.0,0,35.13,-106.36
-inf,0.5745856353591161,0.0,0.016574585635359115,0.0,0.18784530386740333,0.0,0.22099447513812157,0.0,0.0,0.03414634146341464,0.41951219512195126,0.5463414634146342,0.0,0.029739776951672868,3.1782310462815886,50.2,0,35.13,-106.64
-inf,0.2857142857142857,0.0,0.009523809523809523,0.0,0.09904761904761904,0.0,0.6057142857142856,0.0,0.0,0.28125,0.14522058823529413,0.5735294117647058,0.0012254901960784314,0.0036764705882352936,3.564198300935525,16.2,0,32.6,-107.0
-inf,0.022573363431151242,0.0,0.0022573363431151244,0.0,0.004514672686230249,0.0,0.9706546275395034,0.0,0.0,0.2799097065462754,0.3408577878103838,0.3792325056433408,0.0,0.013630731102850062,3.5172672404690264,83.0,1,30.55,-104.87
-inf,0.2830188679245283,0.0,0.007547169811320756,0.0,0.10943396226415093,0.0,0.6000000000000001,0.0,0.0,0.6301115241635687,0.05762081784386617,0.312267657992565,0.0,0.004524886877828054,3.5257177918125526,204.0,2,30.55,-104.89
-inf,0.17857142857142855,0.0,0.003246753246753247,0.0,0.0422077922077922,0.0,0.775974025974026,0.0,0.0,0.9306930693069306,0.013201320132013201,0.056105610561056105,0.0,0.004378283712784589,3.557498503898601,590.0,2,31.63,-106.14
-inf,0.3263888888888889,0.0,0.02777777777777778,0.0,0.19444444444444445,0.0,0.4513888888888889,0.0,0.0,0.38688524590163936,0.19344262295081968,0.41967213114754104,0.0,0.017316017316017316,3.312953207789315,230.0,0,31.75,-106.38
-inf,0.19543973941368079,0.0,0.009771986970684038,0.0,0.13029315960912052,0.0,0.6644951140065146,0.0,0.0,0.3106796116504854,0.1715210355987055,0.517799352750809,0.0,0.012195121951219511,3.3306595875053153,130.0,1,31.76,-106.42
-inf,0.2366863905325444,0.0,0.01775147928994083,0.0,0.10650887573964497,0.0,0.6390532544378699,0.0,0.0,0.7840909090909091,0.11363636363636363,0.10227272727272727,0.0,0.016025641025641024,3.0453052153878195,678.0,1,31.76,-106.4
-inf,0.10954616588419405,0.0,0.00782472613458529,0.0,0.06572769953051642,0.0,0.8169014084507042,0.0,0.0,0.7627388535031847,0.05573248407643313,0.18152866242038218,0.0008605851979345956,0.006024096385542169,3.5961018605933437,220.0,2,31.76,-106.48
-inf,0.1293103448275862,0.0,0.008620689655172414,0.0,0.07758620689655171,0.0,0.7844827586206896,0.0,0.0,0.4978902953586498,0.19831223628691985,0.3037974683544304,0.0,0.012077294685990338,3.2072257553244747,225.0,1,31.77,-106.43
-inf,0.12211221122112212,0.0,0.00825082508250825,0.0,0.0792079207920792,0.0,0.7904290429042904,0.0,0.0,0.4753199268738574,0.1444241316270567,0.3802559414990859,0.0010050251256281408,0.006030150753768843,3.579365043687717,160.0,2,31.77,-106.44
-inf,0.14792899408284024,0.0,0.014792899408284025,0.0,0.1183431952662722,0.0,0.7189349112426036,0.0,0.0,0.5303030303030303,0.19696969696969696,0.2727272727272727,0.0017035775127768316,0.013628620102214653,3.351630439647014,215.0,1,31.77,-106.41
-inf,0.2967032967032967,0.0,0.027472527472527472,0.0,0.1758241758241758,0.0,0.5,0.0,0.0,0.6243386243386243,0.18518518518518517,0.19047619047619047,0.0,0.018987341772151896,3.089676534721835,830.0,1,31.77,-106.39
-inf,0.26139817629179335,0.0,0.006079027355623101,0.0,0.04863221884498481,0.0,0.6838905775075987,0.0,0.0,0.5,0.1404494382022472,0.35955056179775285,0.0,0.010416666666666664,3.367018885871101,80.0,1,31.83,-106.59
-inf,0.03333333333333333,0.0,0.007142857142857142,0.0,0.028571428571428567,0.0,0.930952380952381,0.0,0.0,0.48186528497409326,0.1813471502590674,0.3367875647668394,0.00136986301369863,0.00136986301369863,3.4281182970071615,20.0,1,31.85,-106.59
-inf,0.25,0.0,0.017857142857142856,0.0,0.13095238095238096,0.0,0.6011904761904762,0.0,0.0,0.6686746987951807,0.09036144578313253,0.24096385542168675,0.0,0.013986013986013984,3.031390526509097,550.0,1,31.89,-106.28
-inf,0.24175824175824176,0.0,0.01648351648351648,0.0,0.0989010989010989,0.0,0.6428571428571428,0.0,0.0,0.8908045977011495,0.07471264367816093,0.034482758620689655,0.0,0.012269938650306747,3.0338570696922824,550.0,1,31.91,-106.34
-inf,0.3050847457627119,0.0,0.016949152542372878,0.0,0.13559322033898302,0.0,0.5423728813559321,0.0,0.0,0.5882352941176471,0.08021390374331552,0.3315508021390375,0.0,0.0101010101010101,3.0686516432674824,600.0,1,31.92,-106.28
-inf,0.25301204819277107,0.0,0.012048192771084338,0.0,0.08433734939759036,0.0,0.6506024096385542,0.0,0.0,0.8837209302325582,0.06976744186046512,0.046511627906976744,0.0,0.016077170418006433,3.025899664125132,870.0,1,31.97,-106.39
-inf,0.19191919191919193,0.0,0.015151515151515152,0.0,0.1717171717171717,0.0,0.6212121212121213,0.0,0.0,0.24644549763033174,0.4597156398104265,0.2938388625592417,0.002898550724637681,0.005797101449275362,3.1791587951965212,82.0,1,33.369,-101.185
-inf,0.10526315789473684,0.0,0.019736842105263153,0.0,0.14473684210526316,0.0,0.7302631578947368,0.0,0.0,0.04255319148936171,0.6595744680851064,0.29787234042553196,0.003921568627450981,0.003921568627450981,3.0532972650791956,66.0,1,33.267,-101.138
-inf,0.28729281767955805,0.0,0.011049723756906079,0.0,0.37569060773480667,0.0,0.3259668508287293,0.0,0.0,0.4885844748858447,0.3013698630136986,0.21004566210045664,0.0,0.0031446540880503138,3.1291979394810334,79.0,0,33.47,-101.018
-inf,0.40714285714285714,0.0,0.0035714285714285713,0.0,0.32857142857142857,0.0,0.2571428571428571,0.0035714285714285713,0.0,0.2105263157894737,0.025341130604288498,0.7641325536062378,0.008862629246676511,0.0014771048744460856,3.533759822238498,230.0,0,33.324,-100.789
-inf,0.5921052631578948,0.0,0.0,0.0,0.17105263157894737,0.0,0.2368421052631579,0.0,0.0,0.21118012422360247,0.3664596273291925,0.42236024844720493,0.0,0.008968609865470854,3.049926546470602,115.0,0,33.277,-100.886
-inf,0.6057906458797326,0.0,0.0022271714922048997,0.0,0.29844097995545654,0.0,0.08908685968819599,0.004454342984409799,0.0,0.6666666666666667,0.06666666666666667,0.26666666666666666,0.0,0.005235602094240837,3.371724130314627,105.0,0,33.261,-100.829
-inf,0.7919075144508672,0.0,0.0028901734104046246,0.0,0.08670520231213873,0.0,0.11271676300578035,0.005780346820809249,0.0,0.04145077720207255,0.15025906735751296,0.8082901554404146,0.0,0.004705882352941177,3.417383579782442,49.0,0,33.194,-100.449
-inf,0.8354430379746837,0.0,0.0,0.0,0.1139240506329114,0.0,0.05063291139240507,0.0,0.0,0.011396011396011397,0.09971509971509972,0.8888888888888888,0.0,0.0027624309392265192,3.3720110674247272,98.0,0,33.15,-100.435
-inf,0.5920745920745921,0.0,0.0023310023310023314,0.0,0.31235431235431244,0.0,0.08857808857808859,0.004662004662004663,0.0,0.10023310023310025,0.03263403263403264,0.8671328671328672,0.0020876826722338207,0.0020876826722338207,3.4496500311549876,98.0,0,33.085,-100.445
-inf,0.4436229205175601,0.0,0.011090573012939,0.0,0.20702402957486135,0.0,0.3345656192236599,0.0036968576709796672,0.0,0.05990016638935108,0.064891846921797,0.8752079866888519,0.008462623413258109,0.0014104372355430183,3.601343128982119,138.0,0,33.189,-100.064
-inf,0.7258485639686685,0.0,0.0052219321148825075,0.0,0.18798955613577026,0.0,0.07571801566579635,0.0052219321148825075,0.0,0.06313131313131314,0.14393939393939395,0.7929292929292929,0.0022271714922048997,0.004454342984409799,3.426939895240185,23.0,0,33.223,-100.128
-inf,0.6951871657754011,0.0,0.0026737967914438505,0.0,0.24598930481283424,0.0,0.050802139037433164,0.005347593582887701,0.0,0.04132231404958677,0.055096418732782364,0.9035812672176308,0.0,0.0050251256281407045,3.3882296583935787,98.0,0,33.485,-100.367
-inf,0.7154471544715448,0.0,0.002710027100271003,0.0,0.23306233062330625,0.0,0.04336043360433605,0.005420054200542006,0.0,0.029255319148936178,0.04521276595744681,0.9255319148936171,0.0,0.005037783375314863,3.3997669031204945,72.0,0,33.483,-100.4
-inf,0.6749858196256381,0.0,0.00283607487237663,0.0,0.26091888825864995,0.0,0.056721497447532604,0.004537719795802609,0.0,0.024875621890547265,0.03980099502487562,0.9353233830845772,0.0024764735017335313,0.004952947003467063,3.4154833777908395,66.0,0,33.448,-100.405
-inf,0.5569620253164558,0.0,0.0025316455696202536,0.0,0.22278481012658233,0.0,0.2126582278481013,0.005063291139240507,0.0,0.06223175965665236,0.04077253218884121,0.8969957081545065,0.004000000000000001,0.0020000000000000005,3.477249439531573,49.0,0,33.014,-100.378
-inf,0.6855524079320113,0.0,0.0028328611898017,0.0,0.19263456090651557,0.0,0.11331444759206799,0.0056657223796034,0.0,0.15196078431372548,0.12254901960784313,0.7254901960784313,0.0,0.002183406113537118,3.4189484050311556,43.0,0,34.196,-99.741
-inf,0.7272727272727274,0.0,0.0028409090909090914,0.0,0.20454545454545456,0.0,0.05965909090909091,0.005681818181818183,0.0,0.07961783439490447,0.12420382165605096,0.7961783439490447,0.0,0.002652519893899204,3.34027077890774,98.0,0,34.322,-99.771
-inf,0.7378640776699029,0.0,0.003236245954692557,0.0,0.22006472491909385,0.0,0.032362459546925564,0.006472491909385114,0.0,0.016172506738544472,0.15363881401617252,0.8301886792452831,0.0,0.002645502645502646,3.381441392242155,49.0,0,34.144,-99.951
-inf,0.72,0.0,0.003076923076923077,0.0,0.23384615384615384,0.0,0.03692307692307692,0.006153846153846154,0.0,0.01767676767676768,0.15909090909090912,0.8232323232323232,0.0024752475247524753,0.0024752475247524753,3.4077712342459843,49.0,0,34.133,-99.96
-inf,0.6803519061583577,0.0,0.0029325513196480943,0.0,0.2697947214076246,0.0,0.04105571847507331,0.0058651026392961885,0.0,0.02933985330073349,0.16870415647921758,0.8019559902200488,0.0023529411764705885,0.0023529411764705885,3.420337726576437,49.0,0,34.152,-99.994
-inf,0.46640316205533594,0.0,0.00790513833992095,0.0,0.41501976284584985,0.0,0.10671936758893281,0.003952569169960475,0.0,0.18222222222222223,0.08888888888888888,0.7288888888888889,0.006980802792321117,0.0017452006980802793,3.477468030667925,43.0,0,34.007,-99.947
-inf,0.594871794871795,0.0,0.0025641025641025645,0.0,0.25641025641025644,0.0,0.14102564102564105,0.005128205128205129,0.0,0.12435233160621761,0.08808290155440415,0.7875647668393784,0.002178649237472767,0.002178649237472767,3.4092459214815003,49.0,0,34.036,-99.943
-inf,0.42748091603053434,0.0,0.0,0.0,0.061068702290076333,0.0,0.5114503816793893,0.0,0.0,0.22666666666666666,0.5599999999999999,0.21333333333333335,0.0,0.004273504273504274,3.026591602328367,39.0,1,30.743,-97.122
-inf,0.09137055837563451,0.0,0.03045685279187817,0.0,0.15228426395939088,0.0,0.7055837563451777,0.020304568527918784,0.0,0.09659090909090907,0.5056818181818181,0.3977272727272727,0.00949367088607595,0.003164556962025317,3.139413890481571,328.0,1,30.843,-97.629
-inf,0.11111111111111113,0.0,0.015151515151515152,0.0,0.19191919191919193,0.0,0.6717171717171717,0.010101010101010102,0.0,0.09547738693467336,0.26130653266331655,0.6432160804020101,0.013029315960912053,0.003257328990228013,3.1574350982029618,853.0,1,30.873,-97.723
-inf,0.41409691629955947,0.0,0.026431718061674006,0.0,0.13215859030837004,0.0,0.42731277533039647,0.0,0.0,0.502145922746781,0.3776824034334764,0.12017167381974247,0.0,0.0051813471502590676,3.1819862816670783,36.0,1,30.281,-97.408
-inf,0.20304568527918784,0.0,0.02791878172588833,0.002538071065989848,0.24873096446700507,0.0,0.5126903553299492,0.005076142131979696,0.0,0.2732793522267207,0.20445344129554655,0.5222672064777328,0.008875739644970413,0.0014792899408284023,3.4964007870435965,407.0,0,30.708,-97.725
-inf,0.37762237762237766,0.0,0.0,0.0,0.0839160839160839,0.0,0.5384615384615384,0.0,0.0,0.4,0.5027027027027027,0.0972972972972973,0.0,0.006944444444444445,3.0759201118169712,20.0,1,30.886,-97.246
